1520645493.8069851, 113584
1520645493.8071122, 113600
1520645493.8071845, 113627
1520645493.8072512, 113511
1520645493.8073168, 113587
1520645493.8073826, 113539
1520645493.80773, 113542
1520645493.8078177, 113583
1520645493.8078861, 113688
1520645493.8079631, 113760
1520645493.8080459, 113827
1520645493.8081214, 113846
1520645493.8081932, 113852
1520645493.8082666, 113569
1520645493.8083375, 113549
1520645493.8084097, 113639
1520645493.8084798, 113584
1520645493.808553, 113600
1520645493.8086228, 113627
1520645500.475794, 113614
1520645500.4760308, 113614
1520645500.4762173, 113614
1520645500.4763908, 113614
1520645500.4800406, 113614
1520645500.480292, 113614
1520645500.4804585, 113614
1520645500.4806204, 113614
1520645500.480792, 113614
1520645500.4809692, 113614
1520645500.4841223, 113614
1520645500.4843707, 113614
1520645500.4845371, 113614
1520645500.4846964, 113614
1520645500.4848506, 113614
1520645500.4850047, 113614
1520645500.488129, 113614
1520645500.4884655, 113614
1520645500.4887578, 113614
1520645500.488976, 113614
1520645500.4891298, 113614
1520645500.489273, 113614
1520645500.4921591, 113614
1520645500.4923465, 113614
1520645500.4925213, 113614
1520645500.4926605, 113614
1520645500.4928136, 113614
1520645500.4929554, 113614
1520645500.4962738, 113614
1520645500.4965222, 113614
1520645500.4967258, 113614
1520645500.4969227, 113614
1520645500.497119, 113614
1520645500.4973147, 113614
1520645500.500281, 113614
1520645500.500478, 113614
1520645500.50067, 113614
1520645500.500861, 113614
1520645500.5010693, 113614
1520645500.5012293, 113614
1520645500.504483, 113614
1520645500.504731, 113614
1520645500.5048976, 113614
1520645500.5050294, 113614
1520645500.505159, 113614
1520645500.505285, 113614
1520645500.5084732, 113614
1520645500.508635, 113614
1520645500.5087671, 113614
1520645500.5088959, 113614
1520645500.5090249, 113614
1520645500.5091538, 113614
1520645500.512578, 113614
1520645500.512693, 113614
1520645500.512803, 113614
1520645500.5128925, 113614
1520645500.51298, 113614
1520645500.513067, 113614
1520645500.516734, 113614
1520645500.5168908, 113614
1520645500.5170207, 113614
1520645500.5171785, 113614
1520645500.517327, 113614
1520645500.517414, 113614
1520645500.5207846, 113614
1520645500.5209262, 113614
1520645500.5210524, 113614
1520645500.5211592, 113614
1520645500.5212662, 113614
1520645500.5213706, 113614
1520645500.524824, 113614
1520645500.5249264, 113614
1520645500.5250216, 113614
1520645500.5251162, 113614
1520645500.5252101, 113614
1520645500.525305, 113614
1520645500.5288973, 113614
1520645500.529008, 113614
1520645500.5291111, 113614
1520645500.529215, 113614
1520645500.529311, 113614
1520645500.5294135, 113614
1520645500.533049, 113614
1520645500.5331874, 113614
1520645500.5332966, 113614
1520645500.5334008, 113614
1520645500.5335033, 113614
1520645500.5336053, 113614
1520645500.5371277, 113614
1520645500.5373034, 113614
1520645500.5374463, 113614
1520645500.5375762, 113614
1520645500.5376952, 113614
1520645500.5378122, 113614
1520645500.5411837, 113614
1520645500.5413773, 113614
1520645500.5415092, 113614
1520645500.541636, 113614
1520645500.54176, 113614
1520645500.5418806, 113614
1520645500.545438, 113614
1520645500.5458364, 113614
1520645500.546045, 113614
1520645500.5462065, 113614
1520645500.5463676, 113614
1520645500.546522, 113614
1520645500.5494015, 113614
1520645500.5495107, 113614
1520645500.5496066, 113614
1520645500.5496936, 113614
1520645500.5497801, 113614
1520645500.5498657, 113614
1520645500.5534844, 113614
1520645500.5536277, 113614
1520645500.5537364, 113614
1520645500.5538309, 113614
1520645500.5539243, 113614
1520645500.554025, 113614
1520645500.5575264, 113614
1520645500.5576215, 113614
1520645500.5577142, 113614
1520645500.5578065, 113614
1520645500.5578978, 113614
1520645500.5579891, 113614
1520645500.5580807, 113614
1520645500.5616748, 113614
1520645500.5617704, 113614
1520645500.5618618, 113614
1520645500.5619593, 113614
1520645500.5620515, 113614
1520645500.5621438, 113614
1520645500.5657964, 113614
1520645500.5659256, 113614
1520645500.5660481, 113614
1520645500.566172, 113614
1520645500.566295, 113614
1520645500.5664246, 113614
1520645500.570172, 113614
1520645500.5704546, 113614
1520645500.5707452, 113614
1520645500.5710244, 113614
1520645500.571275, 113614
1520645500.5715332, 113614
1520645500.5741787, 113614
1520645500.5743527, 113614
1520645500.5744822, 113614
1520645500.5746033, 113614
1520645500.5747244, 113614
1520645500.5749228, 113614
1520645500.5781693, 113614
1520645500.5783203, 113614
1520645500.5784812, 113614
1520645500.5786066, 113614
1520645500.5787356, 113614
1520645500.5789022, 113614
1520645500.58234, 113614
1520645500.5825098, 113614
1520645500.5826416, 113614
1520645500.582767, 113614
1520645500.5829325, 113614
1520645500.5830598, 113614
1520645500.5864015, 113614
1520645500.5865564, 113614
1520645500.5866835, 113614
1520645500.5868647, 113614
1520645500.5870104, 113614
1520645500.5871527, 113614
1520645500.590548, 113614
1520645500.5907044, 113614
1520645500.5908737, 113614
1520645500.5910032, 113614
1520645500.5911264, 113614
1520645500.5912485, 113614
1520645500.594588, 113614
1520645500.5947423, 113614
1520645500.594908, 113614
1520645500.595035, 113614
1520645500.5951784, 113614
1520645500.5953226, 113614
1520645500.5987093, 113614
1520645500.5989623, 113614
1520645500.5991127, 113614
1520645500.599274, 113614
1520645500.5995212, 113614
1520645500.599751, 113614
1520645500.6029866, 113614
1520645500.6033163, 113614
1520645500.6035266, 113614
1520645500.6037402, 113614
1520645500.603957, 113614
1520645500.6041703, 113614
1520645500.6068783, 113614
1520645500.6070263, 113614
1520645500.6071484, 113614
1520645500.607262, 113614
1520645500.6073732, 113614
1520645500.6074848, 113614
1520645500.6108868, 113614
1520645500.611001, 113614
1520645500.6111102, 113614
1520645500.6112163, 113614
1520645500.611321, 113614
1520645500.6114254, 113614
1520645500.6149573, 113614
1520645500.6150656, 113614
1520645500.6151707, 113614
1520645500.6152742, 113614
1520645500.6153777, 113614
1520645500.6154807, 113614
1520645500.6190267, 113614
1520645500.6191351, 113614
1520645500.6192405, 113614
1520645500.6193454, 113614
1520645500.6194496, 113614
1520645500.6195538, 113614
