1521681080.46, 91268, 309, 314, 339
1521681080.47, 91281, 307, 313, 338
1521681080.47, 91245, 307, 313, 338
1521681080.47, 91214, 308, 314, 342
1521681080.47, 91212, 307, 313, 340
1521681080.47, 1, 307, 313, 338
1521681080.47, 91268, 309, 314, 339
1521681080.47, 91281, 307, 313, 338
1521681080.47, 91245, 307, 313, 338
1521681080.47, 91214, 308, 314, 342
1521681080.47, 91212, 307, 313, 340
1521681082.03, 58400, 323, 326, 339
1521681082.03, 74808, 323, 326, 339
1521681082.04, 91199, 323, 324, 338
1521681082.04, 92169, 323, 325, 338
1521681082.05, 92192, 322, 326, 339
1521681082.05, 92170, 323, 325, 338
1521681082.06, 92142, 324, 325, 339
1521681082.06, 92162, 323, 325, 337
1521681082.07, 92114, 322, 325, 339
1521681082.07, 92178, 323, 325, 340
1521681082.08, 92140, 323, 325, 338
1521681082.08, 92184, 323, 325, 338
1521681082.09, 92164, 322, 325, 338
1521681082.09, 92160, 323, 324, 338
1521681082.1, 92176, 323, 325, 338
1521681082.1, 92150, 322, 325, 339
1521681082.11, 92173, 322, 324, 338
1521681082.11, 92159, 323, 325, 339
1521681082.12, 92215, 323, 326, 339
1521681082.12, 92196, 322, 325, 338
1521681082.13, 92230, 322, 325, 338
1521681082.13, 92235, 322, 324, 338
1521681082.14, 92215, 322, 323, 338
1521681082.14, 92241, 323, 325, 338
1521681082.15, 92227, 322, 325, 339
1521681082.15, 92292, 322, 325, 338
1521681082.16, 92267, 322, 324, 338
1521681082.16, 92320, 321, 324, 339
1521681082.17, 92312, 322, 324, 338
1521681082.17, 92314, 321, 324, 339
1521681082.18, 92350, 321, 324, 338
1521681082.18, 92328, 321, 324, 339
1521681082.19, 92388, 321, 323, 337
1521681082.19, 92348, 321, 324, 338
1521681082.2, 92404, 321, 324, 338
1521681082.2, 92381, 320, 323, 337
1521681082.21, 92410, 321, 323, 337
1521681082.21, 92422, 321, 323, 337
1521681082.22, 92401, 321, 322, 339
1521681082.22, 92426, 321, 323, 338
1521681082.22, 92376, 321, 323, 338
1521681082.23, 92426, 321, 323, 337
1521681082.24, 92397, 320, 323, 338
1521681082.24, 92438, 320, 322, 337
1521681082.25, 92422, 320, 323, 338
1521681082.25, 92398, 320, 322, 339
1521681082.26, 92412, 320, 323, 338
1521681082.26, 92390, 320, 323, 338
1521681082.27, 92436, 319, 323, 338
1521681082.27, 92413, 320, 322, 338
1521681082.28, 92472, 319, 322, 339
1521681082.28, 92421, 321, 322, 337
1521681082.29, 92445, 319, 322, 338
1521681082.29, 92453, 319, 323, 337
1521681082.3, 92412, 319, 322, 339
1521681082.3, 92468, 319, 322, 337
1521681082.31, 92436, 319, 322, 337
1521681082.31, 92492, 319, 322, 337
1521681082.32, 92467, 319, 321, 337
1521681082.32, 92494, 318, 321, 336
1521681082.33, 92474, 319, 321, 337
1521681082.33, 92470, 318, 321, 337
1521681082.34, 92490, 318, 321, 337
1521681082.34, 92473, 318, 321, 337
1521681082.35, 92533, 318, 321, 337
1521681082.35, 92499, 318, 321, 337
1521681082.36, 92538, 318, 321, 337
1521681082.36, 92519, 317, 322, 337
1521681082.37, 92473, 318, 321, 337
1521681082.37, 92504, 316, 320, 336
1521681082.38, 92443, 317, 321, 338
1521681082.38, 92461, 317, 320, 337
1521681082.38, 92393, 317, 321, 337
1521681082.39, 92387, 317, 320, 337
1521681082.4, 92288, 317, 320, 336
1521681082.4, 92245, 317, 320, 337
1521681082.4, 92169, 317, 320, 337
1521681082.41, 92050, 316, 320, 338
1521681082.42, 92019, 317, 320, 337
1521681082.42, 91932, 316, 319, 336
1521681082.43, 91893, 316, 319, 337
1521681082.43, 91784, 316, 319, 336
1521681082.44, 91723, 316, 319, 336
1521681082.44, 91659, 316, 320, 336
1521681082.45, 91536, 315, 319, 337
1521681082.45, 91505, 316, 319, 337
1521681082.45, 91417, 315, 319, 336
1521681082.46, 91399, 315, 319, 337
1521681082.47, 91338, 315, 319, 336
1521681082.47, 91307, 314, 318, 336
1521681082.47, 91252, 315, 318, 336
1521681082.48, 91196, 315, 318, 336
1521681082.49, 91190, 315, 319, 336
1521681082.49, 91142, 314, 318, 337
1521681082.49, 91174, 314, 318, 336
1521681082.5, 91150, 315, 319, 336
1521681082.51, 91182, 315, 319, 336
1521681082.51, 91147, 315, 318, 336
1521681082.52, 91142, 314, 317, 336
1521681082.52, 91168, 314, 318, 335
1521681082.53, 91137, 314, 318, 337
1521681082.53, 91187, 314, 318, 336
1521681082.54, 91183, 312, 318, 336
1521681082.54, 91249, 313, 318, 337
1521681082.55, 91238, 313, 318, 336
1521681082.55, 91285, 313, 317, 335
1521681082.56, 91288, 313, 317, 335
1521681082.56, 91290, 313, 317, 337
1521681082.56, 91333, 314, 317, 336
1521681082.57, 91336, 313, 317, 335
1521681082.58, 91411, 312, 317, 336
1521681082.58, 91401, 313, 317, 335
1521681082.59, 91448, 312, 317, 335
1521681082.59, 91453, 312, 317, 335
1521681082.6, 91429, 312, 316, 336
1521681082.6, 91482, 312, 317, 335
1521681082.61, 91480, 312, 316, 335
1521681082.61, 91533, 312, 317, 335
1521681082.62, 91529, 312, 316, 335
1521681082.62, 91581, 312, 317, 335
1521681082.63, 91597, 313, 315, 335
1521681082.63, 91600, 312, 316, 335
1521681082.64, 91628, 311, 316, 335
1521681082.64, 91596, 312, 314, 335
1521681082.65, 91665, 311, 316, 335
1521681082.65, 91676, 312, 316, 335
1521681082.66, 91687, 312, 317, 335
1521681082.66, 91661, 312, 315, 335
1521681082.67, 91640, 311, 315, 336
1521681082.67, 91684, 312, 315, 335
1521681082.68, 91636, 312, 315, 335
1521681082.68, 91696, 311, 315, 335
1521681082.69, 91664, 311, 315, 335
1521681082.69, 91672, 311, 315, 335
1521681082.7, 91646, 311, 316, 335
1521681082.7, 91640, 309, 314, 335
1521681082.71, 91625, 311, 314, 334
1521681082.71, 91570, 310, 315, 336
1521681082.72, 91632, 310, 315, 334
1521681082.72, 91569, 310, 315, 335
1521681082.73, 91601, 310, 314, 334
1521681082.73, 91566, 310, 315, 335
1521681082.74, 91564, 311, 314, 334
1521681082.74, 91553, 311, 315, 335
1521681082.75, 91482, 310, 314, 336
1521681082.75, 91535, 310, 314, 335
1521681082.76, 91485, 309, 315, 335
1521681082.76, 91540, 310, 314, 334
1521681082.77, 91502, 310, 314, 334
1521681082.77, 91514, 310, 313, 335
1521681082.78, 91508, 310, 314, 335
1521681082.78, 91487, 310, 315, 334
1521681082.79, 91515, 310, 312, 334
1521681082.79, 91489, 309, 314, 334
1521681082.8, 91535, 309, 313, 335
1521681082.8, 91525, 309, 313, 335
1521681082.81, 91562, 310, 314, 333
1521681082.81, 91554, 308, 314, 334
1521681082.82, 91542, 310, 314, 336
1521681082.82, 91579, 309, 313, 335
1521681082.83, 91559, 308, 314, 334
1521681082.83, 91625, 309, 314, 335
1521681082.84, 91604, 309, 313, 334
1521681082.84, 91681, 309, 313, 335
1521681082.85, 91666, 309, 313, 335
1521681082.85, 91685, 309, 313, 335
1521681082.86, 91688, 309, 313, 334
1521681082.86, 91662, 308, 313, 336
1521681082.87, 91723, 308, 313, 335
1521681082.87, 91723, 308, 312, 333
1521681082.88, 91774, 308, 313, 334
1521681082.88, 91745, 308, 313, 334
1521681082.89, 91790, 308, 313, 335
1521681082.89, 91791, 308, 313, 335
1521681082.9, 91783, 308, 313, 335
1521681082.9, 91826, 308, 312, 335
1521681082.91, 91804, 307, 313, 334
1521681082.91, 91877, 308, 312, 335
1521681082.92, 91834, 308, 312, 336
1521681082.92, 91879, 308, 314, 334
1521681082.93, 91882, 308, 312, 334
1521681082.93, 91871, 308, 312, 336
1521681082.94, 91897, 308, 312, 334
1521681082.94, 91896, 307, 313, 335
1521681082.95, 91930, 307, 312, 334
1521681082.95, 91922, 306, 312, 335
1521681082.96, 91968, 307, 313, 335
1521681082.96, 91968, 308, 313, 334
1521681082.97, 91947, 307, 312, 335
1521681082.97, 91972, 307, 311, 335
1521681082.98, 91950, 308, 312, 335
1521681082.98, 92012, 307, 312, 335
1521681082.99, 91998, 308, 311, 334
1521681082.99, 92046, 307, 311, 335
1521681082.99, 92028, 308, 312, 335
1521681083.0, 92040, 308, 312, 335
1521681083.01, 92044, 307, 312, 335
1521681083.01, 92013, 307, 311, 335
1521681083.02, 92069, 307, 312, 334
1521681083.02, 92046, 307, 312, 335
1521681083.03, 92104, 307, 312, 336
1521681083.03, 92083, 308, 311, 334
1521681083.04, 92097, 306, 311, 334
1521681083.04, 92087, 307, 311, 334
1521681083.05, 92084, 306, 311, 335
1521681083.05, 92101, 307, 310, 334
1521681083.06, 92070, 307, 312, 334
1521681083.06, 92117, 306, 311, 333
1521681083.07, 92099, 306, 312, 334
1521681083.07, 92133, 307, 311, 334
1521681083.08, 92137, 306, 311, 335
1521681083.08, 92096, 307, 311, 335
1521681083.09, 92144, 306, 311, 335
1521681083.09, 92117, 306, 311, 335
1521681083.1, 92159, 306, 311, 335
1521681083.1, 92124, 306, 311, 335
1521681083.11, 92169, 307, 311, 335
1521681083.11, 92153, 306, 311, 334
1521681083.12, 92107, 306, 310, 335
1521681083.12, 92111, 306, 312, 334
1521681083.13, 92052, 306, 311, 335
1521681083.13, 92055, 306, 311, 335
1521681083.14, 91980, 306, 310, 334
1521681083.14, 91964, 307, 311, 334
1521681083.15, 91881, 307, 311, 335
1521681083.15, 91837, 306, 312, 334
1521681083.16, 91739, 306, 311, 334
1521681083.16, 91650, 306, 311, 336
