1520813672.642028, 107440, 342, 337, 344
1520813672.646311, 108703, 343, 336, 344
1520813672.654056, 108667, 342, 337, 344
1520813672.659076, 108736, 342, 336, 344
1520813672.66249, 108730, 343, 337, 345
1520813672.666818, 108743, 343, 336, 344
1520813672.670917, 108685, 342, 336, 344
1520813672.678736, 108751, 342, 336, 345
1520813672.683142, 108738, 342, 337, 344
1520813672.687224, 108746, 342, 336, 344
1520813672.695147, 108731, 343, 337, 345
1520813672.699251, 108809, 342, 336, 344
1520813672.703646, 108792, 343, 337, 344
1520813672.708531, 108803, 343, 336, 344
1520813672.711606, 108819, 342, 336, 345
1520813672.719845, 108875, 342, 336, 345
1520813672.724, 108879, 342, 336, 344
1520813672.727953, 108854, 342, 336, 345
1520813672.732075, 108900, 343, 336, 345
1520813672.736427, 108920, 342, 336, 344
1520813672.744273, 108898, 342, 336, 344
1520813672.748259, 108848, 342, 337, 344
1520813672.752815, 108905, 342, 336, 344
1520813672.757416, 108863, 342, 336, 344
1520813672.760797, 108853, 342, 336, 345
1520813672.768873, 108812, 342, 336, 345
1520813672.774155, 108863, 341, 336, 344
1520813672.777172, 108834, 342, 336, 344
1520813672.78118, 108815, 342, 336, 344
1520813672.7898, 108794, 343, 336, 344
1520813672.793434, 108829, 342, 336, 344
1520813672.797877, 108812, 342, 335, 344
1520813672.801977, 108782, 342, 336, 345
1520813672.809965, 108788, 342, 336, 344
1520813672.814167, 108824, 341, 336, 344
1520813672.818338, 108799, 342, 337, 344
1520813672.823111, 108757, 342, 336, 344
1520813672.826239, 108809, 342, 336, 345
1520813672.834507, 108786, 342, 336, 344
1520813672.838606, 108783, 342, 336, 344
1520813672.842799, 108754, 342, 336, 344
1520813672.847186, 108810, 342, 336, 345
1520813672.85117, 108798, 342, 336, 344
1520813672.85879, 108800, 342, 336, 344
1520813672.863464, 108813, 342, 336, 345
1520813672.867323, 108891, 341, 336, 344
1520813672.871617, 108894, 341, 336, 344
1520813672.875846, 108929, 342, 336, 344
1520813672.883714, 108962, 341, 336, 344
1520813672.887804, 109041, 341, 336, 344
1520813672.892096, 109078, 342, 336, 344
1520813672.89582, 109101, 342, 336, 344
1520813672.904115, 109201, 342, 336, 345
1520813672.908707, 109249, 341, 336, 344
1520813672.912502, 109291, 341, 336, 345
1520813672.916627, 109306, 342, 335, 344
1520813672.924618, 109400, 341, 336, 344
1520813672.928778, 109426, 341, 336, 344
1520813672.932972, 109434, 341, 337, 344
1520813672.937173, 109484, 341, 336, 345
1520813672.944802, 109530, 341, 336, 344
1520813672.949348, 109540, 341, 336, 344
1520813672.953437, 109522, 341, 336, 344
1520813672.95825, 109546, 341, 336, 345
1520813672.96145, 109610, 342, 336, 344
1520813672.969831, 109620, 341, 336, 344
1520813672.973621, 109596, 341, 336, 345
1520813672.977935, 109666, 341, 335, 345
1520813672.982209, 109667, 341, 336, 344
1520813672.986277, 109704, 341, 336, 344
1520813672.993894, 109694, 341, 335, 344
